id,Country,Amount
829982,FR,814
829983,DE,469
829984,UK,820
829985,FR,570
829986,UK,116
829987,DE,83
829988,UK,877
829989,FR,918
829990,DE,221
829991,DE,286
829992,FR,555
829993,FR,599
829994,UK,482
829995,UK,722
829996,DE,503
829997,UK,386
829998,FR,751
829999,DE,454
830000,DE,475
830001,UK,697
830002,FR,203
830003,DE,199
830004,FR,890
830005,UK,366
830006,FR,287
830007,UK,449
830008,UK,59
830009,UK,334
830010,UK,529
830011,FR,78
830012,DE,780
830013,DE,29
830014,FR,904
830015,UK,771
830016,DE,886
830017,DE,241
830018,DE,495
830019,FR,844
830020,FR,65
830021,DE,926
830022,FR,778
830023,DE,431
830024,UK,179
830025,DE,28
830026,UK,181
830027,FR,498
830028,DE,532
830029,FR,481
830030,UK,108
830031,FR,559
830032,UK,222
830033,DE,28
830034,DE,523
830035,DE,384
830036,FR,881
830037,DE,498
830038,FR,883
830039,DE,82
830040,UK,584
830041,DE,77
830042,DE,225
830043,DE,283
830044,FR,222
830045,FR,920
830046,DE,208
830047,UK,782
830048,UK,443
830049,DE,59
830050,DE,889
830051,DE,518
830052,UK,211
830053,UK,674
830054,UK,269
830055,FR,535
830056,DE,890
830057,FR,501
830058,FR,351
830059,UK,460
830060,UK,283
830061,FR,546
830062,FR,726
830063,FR,426
830064,FR,335
830065,UK,948
830066,DE,532
830067,UK,524
830068,DE,356
830069,UK,808
830070,DE,539
830071,UK,742
830072,UK,369
830073,FR,175
830074,DE,592
830075,FR,250
830076,FR,872
830077,UK,145
830078,DE,427
830079,DE,937
830080,DE,767
830081,FR,900
830082,UK,48
830083,UK,897
830084,DE,770
830085,DE,216
830086,UK,728
830087,UK,74
830088,FR,321
830089,UK,360
830090,UK,186
830091,UK,171
830092,DE,837
830093,UK,232
830094,FR,820
830095,DE,640
830096,DE,912
830097,UK,889
830098,DE,109
830099,DE,782
830100,FR,428
830101,UK,395
830102,DE,368
830103,UK,623
830104,FR,505
830105,DE,151
830106,DE,118
830107,FR,347
830108,FR,114
830109,DE,346
830110,FR,518
830111,FR,103
830112,DE,337
830113,UK,591
830114,UK,496
830115,UK,629
830116,DE,681
830117,FR,607
830118,FR,650
830119,FR,738
830120,UK,444
830121,FR,189
830122,FR,54
830123,DE,731
830124,FR,212
830125,FR,441
830126,UK,808
830127,UK,718
830128,UK,477
830129,UK,454
830130,DE,61
830131,UK,79
830132,DE,622
830133,FR,652
830134,FR,312
830135,FR,491
830136,FR,371
830137,FR,40
830138,FR,172
830139,FR,743
830140,DE,728
830141,FR,801
830142,UK,710
830143,FR,829
830144,UK,838
830145,FR,335
830146,FR,458
830147,FR,643
830148,DE,795
830149,UK,689
830150,UK,225
830151,UK,59
830152,DE,663
830153,UK,162
830154,DE,842
830155,DE,519
830156,UK,911
830157,DE,710
830158,DE,227
830159,FR,4
830160,DE,795
830161,UK,535
830162,FR,678
830163,DE,806
830164,UK,598
830165,UK,897
830166,UK,916
830167,FR,271
830168,DE,649
830169,DE,788
830170,UK,140
830171,UK,757
830172,DE,732
830173,UK,791
830174,UK,487
830175,DE,207
830176,DE,956
830177,UK,116
830178,UK,288
830179,UK,365
830180,UK,527
830181,DE,676
830182,UK,82
830183,FR,731
830184,UK,414
830185,UK,236
830186,FR,506
830187,UK,593
830188,UK,930
830189,UK,561
830190,UK,153
830191,FR,114
830192,DE,436
830193,DE,316
830194,UK,313
830195,UK,966
830196,UK,237
830197,FR,345
830198,FR,387
830199,DE,305
830200,FR,82
830201,DE,644
830202,UK,705
830203,UK,108
830204,DE,330
830205,DE,643
830206,UK,108
830207,DE,39
830208,DE,898
830209,UK,468
830210,UK,832
830211,UK,533
830212,FR,555
830213,UK,796
830214,DE,484
830215,UK,395
830216,FR,976
830217,UK,512
830218,UK,728
830219,FR,344
830220,DE,98
830221,FR,311
830222,DE,604
830223,UK,262
830224,FR,385
830225,UK,824
830226,FR,255
830227,FR,879
830228,DE,804
830229,UK,944
830230,UK,487
830231,UK,650
830232,DE,567
830233,DE,198
830234,DE,51
830235,UK,988
830236,FR,463
830237,DE,723
830238,UK,815
830239,FR,803
830240,FR,441
830241,UK,438
830242,UK,447
830243,UK,239
830244,FR,988
830245,FR,95
830246,FR,576
830247,UK,675
830248,FR,987
830249,DE,193
830250,FR,963
830251,UK,243
830252,FR,763
830253,FR,657
830254,UK,172
830255,FR,315
830256,UK,125
830257,FR,762
830258,DE,26
830259,DE,75
830260,DE,157
830261,FR,647
830262,UK,261
830263,FR,591
830264,FR,752
830265,FR,31
830266,FR,831
830267,DE,78
830268,DE,285
830269,UK,330
830270,UK,901
830271,UK,565
830272,DE,984
830273,DE,387
830274,FR,614
830275,DE,105
830276,UK,31
830277,FR,70
830278,UK,147
830279,DE,279
830280,DE,806
830281,DE,506
830282,UK,232
830283,UK,295
830284,UK,439
830285,UK,585
830286,FR,600
830287,UK,813
830288,UK,883
830289,UK,300
830290,UK,809
830291,DE,247
830292,FR,343
830293,FR,540
830294,FR,654
830295,UK,355
830296,DE,648
830297,FR,918
830298,FR,751
830299,FR,48
830300,FR,894
830301,UK,463
830302,DE,880
830303,UK,965
830304,DE,152
830305,UK,589
830306,DE,986
830307,FR,143
830308,UK,215
830309,UK,451
830310,UK,8
830311,UK,130
830312,UK,885
830313,DE,897
830314,DE,985
830315,UK,4
830316,UK,663
830317,DE,455
830318,UK,143
830319,DE,614
830320,UK,503
830321,UK,758
830322,FR,715
830323,FR,261
830324,UK,42
830325,UK,30
830326,DE,895
830327,DE,605
830328,UK,84
830329,UK,565
830330,UK,699
830331,DE,942
830332,UK,154
830333,UK,146
830334,DE,634
830335,UK,843
830336,UK,922
830337,FR,322
830338,FR,885
830339,FR,179
830340,FR,922
830341,UK,20
830342,FR,620
830343,DE,921
830344,FR,757
830345,UK,848
830346,UK,664
830347,UK,882
830348,UK,770
830349,FR,936
830350,UK,799
830351,FR,606
830352,DE,533
830353,UK,879
830354,DE,413
830355,UK,576
830356,DE,182
830357,UK,706
830358,DE,889
830359,UK,124
830360,FR,46
830361,FR,771
830362,DE,763
830363,UK,548
830364,DE,770
830365,UK,124
830366,UK,710
830367,UK,128
830368,DE,967
830369,DE,489
830370,UK,285
830371,UK,144
830372,FR,266
830373,UK,856
830374,DE,147
830375,FR,383
830376,DE,411
830377,FR,142
830378,DE,214
830379,DE,643
830380,UK,571
830381,UK,865
830382,UK,160
830383,DE,623
830384,DE,807
830385,UK,927
830386,UK,86
830387,UK,214
830388,FR,648
830389,UK,986
830390,UK,578
830391,DE,319
830392,FR,774
830393,DE,932
830394,FR,193
830395,FR,23
830396,DE,635
830397,FR,830
830398,UK,320
830399,DE,337
830400,FR,680
830401,FR,502
830402,FR,240
830403,DE,441
830404,DE,575
830405,DE,484
830406,DE,995
830407,FR,801
830408,DE,72
830409,UK,761
830410,UK,24
830411,DE,447
830412,FR,94
830413,FR,501
830414,DE,598
830415,UK,602
830416,UK,896
830417,DE,777
830418,DE,791
830419,DE,835
830420,FR,207
830421,FR,8
830422,UK,508
830423,DE,980
830424,DE,470
830425,FR,911
830426,FR,75
830427,UK,33
830428,UK,100
830429,FR,46
830430,FR,746
830431,DE,652
830432,FR,250
830433,UK,143
830434,UK,127
830435,UK,511
830436,FR,460
830437,UK,247
830438,FR,216
830439,UK,727
830440,FR,988
830441,FR,993
830442,DE,452
830443,FR,169
830444,DE,962
830445,FR,308
830446,DE,219
830447,UK,663
830448,FR,187
830449,DE,676
830450,DE,323
830451,FR,947
830452,UK,541
830453,DE,702
830454,DE,520
830455,UK,838
830456,DE,900
830457,UK,123
830458,UK,493
830459,DE,896
830460,DE,879
830461,UK,509
830462,UK,814
830463,FR,932
830464,FR,908
830465,FR,445
830466,FR,413
830467,UK,355
830468,UK,236
830469,DE,994
830470,UK,468
830471,DE,553
830472,UK,217
830473,DE,566
830474,DE,864
830475,UK,361
830476,UK,399
830477,DE,791
830478,UK,335
830479,UK,645
830480,UK,780
830481,UK,676
830482,FR,311
830483,FR,475
830484,DE,265
830485,FR,222
830486,FR,816
830487,FR,962
830488,UK,957
830489,UK,698
830490,UK,297
830491,UK,594
830492,FR,73
830493,UK,232
830494,UK,463
830495,UK,489
830496,DE,875
830497,UK,292
830498,UK,279
830499,DE,843
830500,DE,459
830501,UK,118
830502,UK,509
830503,UK,837
830504,DE,35
830505,DE,885
830506,DE,782
830507,FR,779
830508,UK,196
830509,DE,798
830510,UK,581
830511,UK,195
830512,FR,597
830513,DE,481
830514,FR,256
830515,UK,270
830516,UK,106
830517,UK,926
830518,DE,766
830519,UK,840
830520,UK,505
830521,UK,816
830522,UK,658
830523,UK,149
830524,FR,456
830525,FR,293
830526,FR,840
830527,UK,241
830528,FR,20
830529,FR,449
830530,FR,545
830531,DE,34
830532,DE,24
830533,DE,950
830534,UK,308
830535,FR,704
830536,DE,713
830537,UK,269
830538,FR,411
830539,DE,428
830540,DE,311
830541,DE,690
830542,DE,566
830543,UK,960
830544,UK,112
830545,FR,450
830546,FR,987
830547,FR,274
830548,FR,478
830549,DE,257
830550,FR,325
830551,FR,950
830552,UK,157
830553,FR,831
830554,DE,510
830555,UK,41
830556,FR,421
830557,UK,265
830558,UK,763
830559,UK,565
830560,UK,350
830561,FR,328
830562,FR,362
830563,UK,288
830564,UK,340
830565,FR,76
830566,DE,739
830567,FR,483
830568,UK,168
830569,UK,181
830570,FR,323
830571,UK,185
830572,FR,200
830573,FR,847
830574,FR,931
830575,FR,588
830576,DE,631
830577,DE,192
830578,UK,815
830579,FR,628
830580,DE,904
830581,DE,318
830582,DE,62
830583,FR,669
830584,FR,667
830585,UK,23
830586,UK,415
830587,UK,876
830588,FR,673
830589,FR,190
830590,UK,866
830591,FR,15
830592,UK,462
830593,FR,113
830594,UK,638
830595,UK,642
830596,FR,427
830597,UK,302
830598,DE,938
830599,DE,580
830600,DE,728
830601,DE,749
830602,UK,101
830603,DE,902
830604,UK,566
830605,DE,526
830606,FR,783
830607,FR,883
830608,DE,541
830609,FR,914
830610,DE,638
830611,DE,727
830612,DE,187
830613,UK,175
830614,DE,65
830615,UK,123
830616,DE,15
830617,UK,355
830618,UK,580
830619,FR,61
830620,DE,420
830621,UK,918
830622,UK,799
830623,DE,331
830624,UK,759
830625,FR,243
830626,UK,495
830627,UK,412
830628,DE,232
830629,FR,135
830630,UK,467
830631,DE,609
830632,FR,863
830633,UK,999
830634,DE,76
830635,FR,340
830636,UK,267
830637,UK,471
830638,UK,946
830639,UK,560
830640,UK,638
830641,UK,518
830642,FR,544
830643,FR,641
830644,DE,65
830645,DE,480
830646,UK,15
830647,DE,798
830648,UK,94
830649,UK,637
830650,UK,155
830651,DE,709
830652,DE,421
830653,UK,77
830654,DE,490
830655,DE,975
830656,FR,828
830657,FR,14
830658,UK,596
830659,DE,265
830660,DE,757
830661,DE,625
830662,DE,498
830663,DE,175
830664,UK,518
830665,DE,697
830666,UK,171
830667,FR,377
830668,FR,264
830669,UK,977
830670,UK,582
830671,UK,178
830672,FR,745
830673,DE,171
830674,UK,918
830675,DE,231
830676,UK,122
830677,DE,74
830678,FR,870
830679,DE,413
830680,FR,573
830681,DE,939
830682,FR,656
830683,UK,615
830684,DE,472
830685,UK,974
830686,UK,119
830687,FR,671
830688,DE,97
830689,DE,239
830690,DE,924
830691,UK,300
830692,UK,995
830693,UK,7
830694,FR,617
830695,UK,673
830696,UK,3
830697,UK,949
830698,DE,583
830699,FR,544
830700,UK,270
830701,DE,649
830702,DE,753
830703,DE,495
830704,DE,179
830705,DE,302
830706,UK,192
830707,UK,822
830708,FR,685
830709,DE,349
830710,UK,567
830711,FR,70
830712,FR,989
830713,UK,867
830714,FR,432
830715,UK,429
830716,FR,515
830717,UK,38
830718,DE,750
830719,FR,629
830720,UK,104
830721,UK,945
830722,UK,565
830723,DE,205
830724,FR,849
830725,UK,204
830726,UK,862
830727,UK,395
830728,UK,992
830729,UK,553
830730,UK,961
830731,UK,698
830732,FR,917
830733,DE,242
830734,FR,733
830735,FR,514
830736,DE,583
830737,DE,979
830738,DE,652
830739,FR,556
830740,UK,803
830741,FR,5
830742,UK,860
830743,DE,514
830744,UK,295
830745,FR,15
830746,FR,47
830747,UK,962
830748,FR,44
830749,UK,214
830750,DE,53
830751,UK,639
830752,DE,5
830753,UK,53
830754,FR,937
830755,FR,367
830756,UK,424
830757,UK,492
830758,UK,918
830759,UK,610
830760,UK,163
830761,UK,910
830762,FR,479
830763,UK,330
830764,UK,950
830765,DE,940
830766,DE,230
830767,FR,121
830768,FR,300
830769,UK,164
830770,UK,898
830771,UK,8
830772,UK,451
830773,UK,552
830774,DE,210
830775,DE,461
830776,UK,408
830777,FR,162
830778,FR,681
830779,UK,888
830780,UK,707
830781,DE,524
830782,FR,83
830783,FR,942
830784,UK,944
830785,DE,977
830786,FR,767
830787,UK,169
830788,UK,231
830789,DE,258
830790,DE,414
830791,UK,827
830792,UK,879
830793,FR,619
830794,DE,276
830795,UK,334
830796,DE,558
830797,UK,19
830798,UK,307
830799,UK,414
830800,FR,412
830801,DE,350
830802,UK,750
830803,UK,907
830804,DE,167
830805,DE,719
830806,FR,109
830807,DE,832
830808,DE,68
830809,FR,326
830810,UK,109
830811,DE,364
830812,DE,57
830813,DE,387
830814,FR,120
830815,UK,425
830816,UK,712
830817,UK,722
830818,UK,818
830819,DE,35
830820,DE,560
830821,UK,811
830822,UK,27
830823,UK,649
830824,UK,703
830825,DE,388
830826,DE,55
830827,FR,227
830828,FR,456
830829,UK,985
830830,FR,239
830831,DE,901
830832,UK,594
830833,FR,58
830834,FR,453
830835,FR,89
830836,UK,364
830837,FR,881
830838,DE,905
830839,DE,724
830840,UK,131
830841,FR,818
830842,FR,472
830843,UK,140
830844,FR,967
830845,UK,542
830846,DE,560
830847,UK,25
830848,FR,331
830849,UK,734
830850,FR,900
830851,UK,435
830852,DE,472
830853,FR,474
830854,DE,698
830855,UK,986
830856,UK,406
830857,UK,839
830858,DE,5
830859,UK,550
830860,DE,408
830861,UK,287
830862,UK,943
830863,UK,784
830864,FR,148
830865,FR,390
830866,UK,661
830867,FR,964
830868,DE,678
830869,UK,934
830870,UK,249
830871,UK,686
830872,FR,774
830873,FR,168
830874,DE,859
830875,FR,735
830876,DE,238
830877,UK,830
830878,FR,63
830879,UK,432
830880,FR,246
830881,DE,921
830882,UK,689
830883,FR,997
830884,UK,414
830885,FR,660
830886,DE,233
830887,DE,751
830888,UK,806
830889,UK,996
830890,FR,770
830891,DE,362
830892,FR,980
830893,FR,605
830894,FR,642
830895,UK,391
830896,DE,700
830897,UK,697
830898,UK,90
830899,DE,749
830900,UK,970
830901,DE,763
830902,FR,97
830903,DE,477
830904,DE,529
830905,DE,608
830906,FR,119
830907,FR,281
830908,DE,751
830909,DE,622
830910,DE,11
830911,FR,769
830912,UK,399
830913,DE,228
830914,UK,465
830915,DE,671
830916,UK,426
830917,UK,677
830918,UK,684
830919,DE,484
830920,FR,313
830921,UK,190
830922,UK,18
830923,UK,63
830924,DE,387
830925,DE,224
830926,FR,291
830927,FR,664
830928,FR,576
830929,DE,741
830930,UK,817
830931,FR,442
830932,FR,483
830933,UK,617
830934,FR,817
830935,UK,991
830936,DE,697
830937,DE,620
830938,DE,883
830939,DE,450
830940,DE,218
830941,UK,866
830942,UK,783
830943,DE,196
830944,UK,210
830945,FR,569
830946,DE,891
830947,DE,277
830948,DE,938
830949,FR,462
830950,UK,124
830951,FR,621
830952,DE,910
830953,UK,755
830954,UK,527
830955,FR,817
830956,FR,410
830957,UK,693
830958,DE,344
830959,FR,464
830960,UK,334
830961,FR,560
830962,UK,150
830963,DE,882
830964,FR,225
830965,DE,610
830966,DE,243
830967,UK,413
830968,FR,539
830969,UK,827
830970,UK,909
830971,UK,69
830972,DE,881
830973,UK,401
830974,UK,252
830975,UK,746
830976,UK,806
830977,FR,531
830978,UK,749
830979,DE,931
830980,FR,823
830981,UK,555
830982,FR,230
830983,DE,226
830984,UK,651
830985,FR,505
830986,UK,862
830987,FR,560
830988,FR,462
830989,DE,153
830990,FR,784
830991,UK,75
830992,FR,290
830993,UK,937
830994,FR,728
830995,FR,682
830996,FR,712
830997,FR,229
830998,FR,625
830999,UK,555
831000,FR,214
831001,FR,901
831002,DE,163
831003,DE,50
831004,UK,504
831005,DE,474
831006,UK,10
831007,UK,598
831008,FR,236
831009,FR,773
831010,UK,237
831011,FR,74
831012,FR,387
831013,UK,518
831014,DE,266
831015,FR,595
831016,UK,71
831017,DE,869
831018,FR,532
831019,DE,46
831020,UK,133
831021,UK,732
831022,UK,525
831023,UK,588
831024,UK,111
831025,FR,183
831026,UK,495
831027,UK,620
831028,DE,569
831029,UK,890
831030,FR,290
831031,UK,152
831032,UK,222
831033,FR,715
831034,DE,225
831035,FR,287
831036,UK,358
831037,UK,751
831038,FR,990
831039,DE,590
831040,UK,42
831041,UK,933
831042,DE,909
831043,UK,746
831044,UK,303
831045,FR,177
831046,UK,941
831047,DE,933
831048,FR,170
831049,DE,901
831050,UK,111
831051,UK,800
831052,UK,654
831053,DE,258
831054,DE,505
831055,DE,907
831056,FR,462
831057,FR,891
831058,DE,246
831059,UK,725
831060,DE,111
831061,UK,445
831062,FR,899
831063,FR,193
831064,FR,524
831065,UK,998
831066,FR,29
831067,UK,677
831068,FR,121
831069,UK,645
831070,UK,654
831071,UK,841
831072,FR,318
831073,DE,4
831074,UK,532
831075,UK,996
831076,DE,59
831077,DE,66
831078,DE,978
831079,FR,62
831080,UK,167
831081,DE,648
831082,DE,171
831083,DE,952
831084,UK,859
831085,DE,133
831086,DE,896
831087,FR,10
831088,UK,681
831089,DE,569
831090,DE,92
831091,UK,160
831092,FR,495
831093,FR,333
831094,UK,914
831095,UK,764
831096,UK,165
831097,DE,198
831098,UK,308
831099,UK,467
831100,UK,99
831101,DE,75
831102,UK,71
831103,UK,57
831104,DE,714
831105,FR,788
831106,UK,116
831107,UK,125
831108,UK,805
831109,FR,449
831110,UK,310
831111,FR,722
831112,DE,565
831113,UK,460
831114,FR,633
831115,UK,416
831116,UK,800
831117,FR,693
831118,UK,13
831119,UK,239
831120,FR,250
831121,UK,499
831122,FR,541
831123,FR,684
831124,FR,851
831125,UK,957
831126,DE,167
831127,FR,957
831128,UK,426
831129,DE,24
831130,DE,145
831131,DE,18
831132,FR,659
831133,DE,225
831134,UK,864
831135,UK,180
831136,DE,574
831137,UK,888
831138,FR,96
831139,DE,145
831140,DE,692
831141,FR,398
831142,FR,841
831143,FR,119
831144,FR,801
831145,DE,440
831146,UK,294
831147,UK,393
831148,FR,249
831149,DE,995
831150,DE,216
831151,FR,435
831152,FR,321
831153,FR,245
831154,FR,380
831155,DE,179
831156,FR,744
831157,UK,443
831158,UK,411
831159,FR,908
831160,UK,589
831161,FR,152
831162,FR,927
831163,UK,419
831164,UK,87
831165,FR,575
831166,UK,453
831167,UK,351
831168,UK,768
831169,FR,451
831170,UK,687
831171,UK,838
831172,UK,111
831173,UK,509
831174,UK,587
831175,UK,976
831176,DE,891
831177,DE,213
831178,UK,973
831179,UK,257
831180,DE,312
831181,FR,584
831182,FR,523
831183,DE,879
831184,DE,516
831185,UK,916
831186,UK,934
831187,UK,741
831188,UK,35
831189,FR,231
831190,UK,469
831191,DE,88
831192,DE,741
831193,FR,81
831194,UK,457
831195,UK,771
831196,UK,586
831197,UK,499
831198,UK,888
831199,UK,37
831200,DE,898
831201,UK,619
831202,DE,119
831203,FR,74
831204,UK,290
831205,UK,356
831206,DE,881
831207,FR,390
831208,UK,699
831209,FR,569
831210,FR,678
831211,DE,305
831212,FR,872
831213,UK,363
831214,UK,128
831215,FR,919
831216,FR,401
831217,UK,510
831218,DE,184
831219,DE,618
831220,UK,730
831221,DE,870
831222,UK,581
831223,UK,826
831224,UK,565
831225,FR,940
831226,DE,294
831227,UK,580
831228,FR,293
831229,DE,509
831230,DE,881
831231,UK,781
831232,FR,586
831233,UK,600
831234,FR,503
831235,UK,991
831236,UK,696
831237,FR,810
831238,UK,513
831239,UK,332
831240,DE,430
831241,DE,539
831242,FR,413
831243,FR,890
831244,FR,795
831245,DE,606
831246,UK,733
831247,UK,17
831248,UK,359
831249,UK,468
831250,UK,394
831251,UK,856
831252,UK,216
831253,UK,726
831254,FR,255
831255,DE,38
831256,FR,626
831257,DE,556
831258,UK,46
831259,DE,459
831260,UK,747
831261,UK,25
831262,FR,414
831263,DE,217
831264,UK,746
831265,UK,314
831266,FR,249
831267,UK,266
831268,UK,398
831269,FR,695
831270,UK,46
831271,FR,110
831272,DE,815
831273,UK,330
831274,UK,480
831275,UK,612
831276,UK,550
831277,UK,945
831278,UK,798
831279,FR,814
831280,DE,965
831281,UK,558
831282,UK,458
831283,UK,963
831284,FR,602
831285,UK,227
831286,FR,532
831287,UK,418
831288,DE,727
831289,UK,353
831290,UK,922
831291,FR,290
831292,UK,908
831293,FR,279
831294,DE,107
831295,FR,946
831296,FR,515
831297,UK,412
831298,FR,555
831299,UK,286
831300,FR,556
831301,DE,180
831302,DE,844
831303,UK,177
831304,UK,450
831305,FR,721
831306,FR,550
831307,DE,737
831308,UK,974
831309,UK,16
831310,DE,693
831311,DE,4
831312,UK,552
831313,UK,231
831314,DE,622
831315,FR,91
831316,UK,39
831317,UK,643
831318,DE,981
831319,FR,957
831320,DE,720
831321,FR,18
831322,FR,349
831323,DE,760
831324,FR,945
831325,DE,859
831326,FR,261
831327,DE,430
831328,UK,971
831329,FR,597
831330,DE,289
831331,UK,229
831332,FR,445
831333,FR,465
831334,DE,436
831335,FR,834
831336,FR,58
831337,DE,204
831338,DE,777
831339,UK,355
831340,UK,755
831341,UK,146
831342,UK,73
831343,DE,453
831344,DE,780
831345,FR,152
831346,DE,862
831347,UK,43
831348,UK,111
831349,DE,815
831350,UK,674
831351,DE,849
831352,DE,646
831353,FR,341
831354,UK,416
831355,FR,741
831356,UK,359
831357,DE,107
831358,FR,151
831359,DE,260
831360,UK,295
831361,DE,653
831362,UK,488
831363,UK,276
831364,UK,310
831365,FR,618
831366,FR,736
831367,DE,133
831368,FR,755
831369,UK,125
831370,UK,339
831371,UK,427
831372,UK,567
831373,UK,843
831374,DE,540
831375,DE,592
831376,UK,406
831377,DE,481
831378,UK,867
831379,FR,599
831380,DE,481
831381,DE,456
831382,FR,783
831383,UK,347
831384,UK,437
831385,UK,814
831386,UK,828
831387,UK,504
831388,DE,43
831389,FR,122
831390,FR,883
831391,FR,619
831392,FR,494
831393,FR,892
831394,FR,78
831395,DE,61
831396,UK,938
831397,UK,568
831398,UK,545
831399,UK,461
831400,UK,451
831401,UK,236
831402,UK,162
831403,FR,996
831404,DE,849
831405,UK,304
831406,UK,171
831407,FR,533
831408,DE,771
831409,FR,822
831410,FR,349
831411,UK,408
831412,DE,827
831413,DE,152
831414,UK,904
831415,UK,901
831416,DE,754
831417,FR,61
831418,FR,604
831419,FR,785
831420,UK,731
831421,FR,576
831422,DE,139
831423,UK,996
831424,FR,325
831425,UK,92
831426,DE,602
831427,DE,122
831428,UK,951
831429,DE,658
831430,UK,16
831431,UK,43
831432,FR,770
831433,UK,897
831434,FR,154
831435,UK,975
831436,DE,92
831437,UK,825
831438,UK,172
831439,FR,483
831440,FR,364
831441,UK,238
831442,DE,60
831443,FR,197
831444,DE,770
831445,FR,247
831446,UK,434
831447,FR,943
831448,UK,562
831449,FR,580
831450,UK,404
831451,UK,29
831452,UK,249
831453,UK,47
831454,DE,431
831455,UK,378
831456,DE,112
831457,UK,321
831458,DE,316
831459,FR,740
831460,FR,225
831461,UK,344
831462,FR,875
831463,UK,60
831464,UK,505
831465,UK,319
831466,UK,867
831467,DE,96
831468,UK,773
831469,FR,586
831470,FR,411
831471,UK,973
831472,UK,779
831473,DE,634
831474,UK,72
831475,UK,755
831476,UK,210
831477,UK,139
831478,FR,867
831479,UK,845
831480,UK,52
831481,FR,775
831482,FR,266
831483,FR,906
831484,DE,158
831485,UK,325
831486,UK,482
831487,DE,457
831488,FR,721
831489,FR,56
831490,FR,430
831491,DE,428
831492,DE,749
831493,UK,172
831494,DE,606
831495,FR,644
831496,FR,590
831497,UK,436
831498,UK,108
831499,FR,304
831500,UK,891
831501,DE,770
831502,FR,122
831503,DE,588
831504,FR,690
831505,UK,945
831506,FR,717
831507,UK,878
831508,UK,368
831509,DE,444
831510,UK,465
831511,DE,652
831512,FR,71
831513,UK,56
831514,UK,530
831515,UK,6
831516,DE,231
831517,DE,966
831518,UK,88
831519,UK,64
831520,FR,546
831521,UK,852
831522,UK,837
831523,DE,721
831524,UK,743
831525,FR,671
831526,DE,756
831527,DE,191
831528,FR,46
831529,FR,852
831530,FR,903
831531,UK,826
831532,FR,714
831533,UK,904
831534,UK,971
831535,FR,303
831536,UK,783
831537,UK,141
831538,UK,171
831539,FR,83
831540,FR,580
831541,UK,166
831542,UK,482
831543,FR,961
831544,DE,406
831545,UK,32
831546,UK,227
831547,UK,266
831548,FR,241
831549,UK,963
831550,UK,73
831551,UK,281
831552,UK,928
831553,UK,794
831554,DE,603
831555,FR,725
831556,UK,637
831557,UK,923
831558,DE,58
831559,UK,483
831560,DE,397
831561,UK,779
831562,UK,626
831563,DE,853
831564,UK,556
831565,DE,176
831566,UK,887
831567,FR,406
831568,DE,834
831569,DE,409
831570,FR,966
831571,UK,294
831572,DE,409
831573,UK,931
831574,UK,492
831575,FR,176
831576,FR,991
831577,FR,478
831578,UK,302
831579,UK,945
831580,UK,564
831581,UK,585
831582,DE,985
831583,DE,558
831584,DE,798
831585,UK,563
831586,UK,708
831587,DE,79
831588,UK,219
831589,FR,547
831590,FR,645
831591,FR,761
831592,FR,247
831593,UK,363
831594,DE,843
831595,DE,393
831596,UK,387
831597,FR,591
831598,FR,107
831599,FR,361
831600,DE,618
831601,DE,728
831602,UK,975
831603,UK,587
831604,FR,379
831605,FR,344
831606,FR,811
831607,DE,628
831608,UK,954
831609,UK,92
831610,DE,293
831611,DE,471
831612,FR,706
831613,UK,456
831614,DE,613
831615,UK,764
831616,UK,685
831617,DE,13
831618,UK,238
831619,DE,472
831620,UK,211
831621,DE,188
831622,DE,807
831623,FR,424
831624,FR,322
831625,DE,738
831626,FR,337
831627,FR,831
831628,UK,130
831629,UK,792
831630,DE,953
831631,UK,667
831632,UK,592
831633,UK,520
831634,DE,316
831635,FR,154
831636,UK,414
831637,UK,57
831638,UK,626
831639,UK,235
831640,FR,631
831641,DE,946
831642,DE,595
831643,FR,931
831644,DE,505
831645,UK,820
831646,FR,745
831647,FR,989
831648,DE,188
831649,UK,929
831650,FR,739
831651,DE,789
831652,UK,610
831653,FR,347
831654,DE,461
831655,UK,115
831656,UK,621
831657,UK,235
831658,UK,253
831659,DE,85
831660,UK,131
831661,UK,243
831662,DE,893
831663,FR,172
831664,UK,571
831665,UK,667
831666,FR,899
831667,DE,679
831668,DE,759
831669,DE,915
831670,FR,413
831671,UK,735
831672,UK,872
831673,UK,81
831674,DE,93
831675,DE,503
831676,FR,56
831677,DE,547
831678,FR,987
831679,DE,461
831680,DE,893
831681,FR,771
831682,FR,243
831683,FR,401
831684,FR,993
831685,FR,617
831686,DE,477
831687,UK,763
831688,DE,926
831689,UK,252
831690,FR,918
831691,FR,160
831692,FR,558
831693,DE,770
831694,DE,203
831695,UK,881
831696,UK,472
831697,FR,32
831698,DE,202
831699,FR,164
831700,DE,183
831701,FR,696
831702,FR,163
831703,DE,915
831704,DE,106
831705,FR,602
831706,UK,603
831707,DE,815
831708,FR,39
831709,FR,550
831710,UK,513
831711,UK,605
831712,DE,470
831713,FR,561
831714,DE,600
831715,UK,270
831716,FR,30
831717,FR,24
831718,UK,160
831719,FR,337
831720,UK,853
831721,FR,99
831722,DE,978
831723,UK,291
831724,FR,871
831725,FR,537
831726,DE,961
831727,UK,787
831728,UK,683
831729,FR,860
